Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,CrdR/90,CrdY/90,PrgR/90,PrgC/90,PrgP/90
Matondo-Merveille Papela,GER,MF,Mainz 05,23.0,2001.0,11,3,257,2.9,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22,0.0,0.34,3.45,2.07,4.14
Leart Paqarada,KVX,DF,Köln,29.0,1994.0,16,11,1046,11.6,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15,0.0,0.0,2.33,2.07,3.88
Kevin Paredes,USA,MF,Wolfsburg,20.0,2003.0,25,12,1228,13.6,0.15,0.0,0.15,0.15,0.15,0.2,0.1,0.29,0.2,0.29,0.0,0.29,7.43,2.21,2.5
Felix Passlack,GER,DF,Bochum,25.0,1998.0,13,11,858,9.5,0.21,0.0,0.21,0.21,0.21,0.09,0.09,0.18,0.09,0.18,0.0,0.21,4.0,0.95,2.63
Jiří Pavlenka,CZE,GK,Werder Bremen,32.0,1992.0,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Pavlovic,GER,MF,Bayern Munich,20.0,2004.0,16,11,1013,11.3,0.18,0.18,0.36,0.18,0.36,0.11,0.09,0.2,0.11,0.2,0.0,0.44,1.15,1.15,8.14
Mads Pedersen,DEN,DF,Augsburg,27.0,1996.0,25,17,1606,17.8,0.06,0.06,0.11,0.06,0.11,0.03,0.08,0.11,0.03,0.11,0.06,0.28,3.88,2.75,3.26
Jordan Pefok,USA,FW,M'Gladbach,28.0,1996.0,23,17,1329,14.8,0.34,0.2,0.54,0.34,0.54,0.43,0.16,0.59,0.43,0.59,0.0,0.14,4.32,0.34,1.35
Jordan Pefok,USA,FW,Union Berlin,28.0,1996.0,1,0,27,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,3.33,0.0,0.0
Dženan Pejčinović,GER,FW,Wolfsburg,19.0,2005.0,3,0,31,0.3,0.0,0.0,0.0,0.0,0.0,0.34,0.41,0.75,0.34,0.75,0.0,3.33,6.67,3.33,0.0
Pavao Pervan,AUT,GK,Wolfsburg,36.0,1987.0,9,9,810,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
Jens Petter Hauge,NOR,MF,Eint Frankfurt,24.0,1999.0,10,0,147,1.6,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,0.0,0.0,9.38,4.38,3.75
Luca Pfeiffer,GER,FW,Darmstadt 98,27.0,1996.0,24,20,1619,18.0,0.06,0.22,0.28,0.06,0.28,0.26,0.09,0.35,0.26,0.35,0.0,0.17,4.5,0.83,2.06
Patric Pfeiffer,GER,DF,Augsburg,24.0,1999.0,10,4,487,5.4,0.0,0.18,0.18,0.0,0.18,0.09,0.15,0.24,0.09,0.24,0.0,0.0,0.74,0.19,3.52
Maximilian Philipp,GER,FW,Freiburg,30.0,1994.0,14,1,294,3.3,0.31,0.0,0.31,0.31,0.31,0.15,0.13,0.27,0.15,0.27,0.0,0.61,8.48,0.91,1.82
Florian Pick,GER,MF,Heidenheim,28.0,1995.0,20,1,285,3.2,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.25,0.08,0.25,0.0,0.62,8.75,2.81,3.12
Amos Pieper,GER,DF,Werder Bremen,26.0,1998.0,7,7,590,6.6,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,0.0,0.0,0.45,0.45,3.64
Marvin Pieringer,GER,MF,Heidenheim,24.0,1999.0,28,16,1369,15.2,0.2,0.2,0.39,0.2,0.39,0.15,0.13,0.28,0.15,0.28,0.0,0.33,4.28,1.78,2.5
Alassane Pléa,FRA,FW,M'Gladbach,31.0,1993.0,24,21,1747,19.4,0.36,0.21,0.57,0.31,0.52,0.34,0.2,0.54,0.3,0.5,0.0,0.05,7.32,2.68,5.46
Ole Pohlmann,GER,MF,Dortmund,23.0,2001.0,1,0,32,0.4,0.0,0.0,0.0,0.0,0.0,0.14,0.17,0.31,0.14,0.31,0.0,0.0,2.5,0.0,0.0
Sebastian Polter,GER,FW,Darmstadt 98,33.0,1991.0,9,4,446,5.0,0.0,0.2,0.2,0.0,0.2,0.2,0.11,0.31,0.2,0.31,0.0,0.0,5.2,1.0,2.6
Yussuf Poulsen,DEN,FW,RB Leipzig,29.0,1994.0,26,11,1158,12.9,0.39,0.16,0.54,0.39,0.54,0.42,0.08,0.5,0.42,0.5,0.0,0.0,5.97,0.78,1.16
Grischa Prömel,GER,MF,Hoffenheim,29.0,1995.0,25,24,1899,21.1,0.19,0.24,0.43,0.19,0.43,0.17,0.13,0.3,0.17,0.3,0.05,0.43,2.37,1.61,3.89
Gustavo Puerta,COL,DF,Leverkusen,20.0,2003.0,5,0,27,0.3,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,0.0,0.0,0.0,0.0,3.33
Luca Raimund,GER,FW,Stuttgart,19.0,2005.0,2,0,29,0.3,0.0,0.0,0.0,0.0,0.0,2.88,0.0,2.88,2.88,2.88,0.0,3.33,6.67,0.0,3.33
Grant Ranos,ARM,MF,M'Gladbach,20.0,2003.0,9,0,49,0.5,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,0.0,0.0,8.0,0.0,6.0
Nicolai Rapp,GER,DF,Werder Bremen,27.0,1996.0,2,1,76,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,2.5
David Raum,GER,DF,RB Leipzig,26.0,1998.0,30,30,2649,29.4,0.07,0.24,0.31,0.07,0.31,0.03,0.24,0.27,0.03,0.27,0.0,0.17,8.27,2.48,4.35
Rocco Reitz,GER,MF,M'Gladbach,21.0,2002.0,31,21,1880,20.9,0.29,0.1,0.38,0.29,0.38,0.15,0.1,0.25,0.15,0.25,0.0,0.1,2.49,1.82,4.83
Marco Reus,GER,MF,Dortmund,34.0,1989.0,23,15,1365,15.2,0.26,0.33,0.59,0.26,0.59,0.33,0.22,0.55,0.33,0.55,0.0,0.07,4.87,1.51,3.22
Elvis Rexhbeçaj,GER,MF,Augsburg,26.0,1997.0,25,24,1985,22.1,0.09,0.0,0.09,0.05,0.05,0.08,0.02,0.1,0.04,0.07,0.0,0.18,2.31,0.68,4.12
Gio Reyna,USA,MF,Dortmund,21.0,2002.0,11,1,280,3.1,0.0,0.0,0.0,0.0,0.0,0.27,0.25,0.52,0.27,0.52,0.0,0.32,6.13,2.58,6.45
Marco Richter,GER,MF,Mainz 05,26.0,1997.0,18,7,712,7.9,0.13,0.0,0.13,0.13,0.13,0.24,0.16,0.4,0.24,0.4,0.0,0.38,6.58,2.53,3.8
Clemens Riedel,GER,DF,Darmstadt 98,20.0,2003.0,14,9,755,8.4,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.12,0.03,0.12,0.0,0.24,3.21,0.48,5.6
Manuel Riemann,GER,GK,Bochum,35.0,1988.0,30,30,2700,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.17,0.0,0.0,0.63
Sebastian Rode,GER,MF,Eint Frankfurt,33.0,1990.0,7,1,60,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,5.71,4.29,15.71
Rogério,BRA,DF,Wolfsburg,26.0,1998.0,13,10,906,10.1,0.1,0.0,0.1,0.1,0.1,0.03,0.04,0.07,0.03,0.07,0.0,0.0,4.16,2.67,5.64
Merlin Röhl,GER,MF,Freiburg,21.0,2002.0,24,17,1477,16.4,0.12,0.24,0.37,0.12,0.37,0.12,0.15,0.28,0.12,0.28,0.06,0.18,5.3,2.68,2.32
Frank Ronstadt,GER,DF,Darmstadt 98,26.0,1997.0,4,0,76,0.8,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,0.0,0.0,5.0,3.75,2.5
Anthony Rouault,FRA,DF,Stuttgart,22.0,2001.0,19,10,921,10.2,0.0,0.2,0.2,0.0,0.2,0.01,0.08,0.08,0.01,0.08,0.0,0.29,0.78,0.59,5.29
Jérôme Roussillon,FRA,DF,Union Berlin,31.0,1993.0,22,7,693,7.7,0.0,0.13,0.13,0.0,0.13,0.04,0.06,0.09,0.04,0.09,0.0,0.26,3.51,1.17,4.68
Fabian Rüdlin,GER,MF,Freiburg,27.0,1997.0,1,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Julian Ryerson,NOR,DF,Dortmund,26.0,1997.0,20,19,1695,18.8,0.21,0.05,0.27,0.21,0.27,0.09,0.14,0.23,0.09,0.23,0.0,0.16,6.06,2.13,3.14
Frederik Rønnow,DEN,GK,Union Berlin,31.0,1992.0,30,30,2700,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.03
Marcel Sabitzer,AUT,MF,Dortmund,30.0,1994.0,23,22,1853,20.6,0.19,0.15,0.34,0.15,0.29,0.16,0.09,0.25,0.13,0.21,0.05,0.15,3.16,1.84,5.05
Roland Sallai,HUN,FW,Freiburg,26.0,1997.0,24,19,1599,17.8,0.17,0.11,0.28,0.17,0.28,0.42,0.17,0.59,0.38,0.55,0.0,0.34,6.69,2.3,1.91
Diadie Samassékou,MLI,MF,Hoffenheim,28.0,1996.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Jadon Sancho,ENG,FW,Dortmund,24.0,2000.0,12,10,830,9.2,0.22,0.11,0.33,0.22,0.33,0.07,0.27,0.34,0.07,0.34,0.0,0.11,10.65,5.54,5.87
Leroy Sané,GER,FW,Bayern Munich,28.0,1996.0,26,25,2118,23.5,0.34,0.47,0.81,0.34,0.81,0.46,0.46,0.92,0.46,0.92,0.0,0.17,11.66,5.11,4.77
Amin Sarr,SWE,FW,Wolfsburg,23.0,2001.0,14,2,386,4.3,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.17,0.13,0.17,0.0,0.0,6.05,0.7,2.79
Bouna Sarr,SEN,DF,Bayern Munich,32.0,1992.0,2,1,106,1.2,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,0.0,0.0,3.33,2.5,1.67
Joe Scally,USA,DF,M'Gladbach,21.0,2002.0,29,23,2056,22.8,0.04,0.13,0.18,0.04,0.18,0.02,0.05,0.07,0.02,0.07,0.0,0.18,2.85,1.58,3.25
András Schäfer,HUN,MF,Union Berlin,25.0,1999.0,17,11,993,11.0,0.09,0.09,0.18,0.09,0.18,0.12,0.12,0.24,0.12,0.24,0.09,0.09,5.91,3.09,4.73
Patrik Schick,CZE,FW,Leverkusen,28.0,1996.0,17,10,907,10.1,0.5,0.0,0.5,0.4,0.4,0.5,0.09,0.6,0.42,0.52,0.0,0.1,7.72,0.69,1.29
Stefan Schimmer,GER,MF,Heidenheim,30.0,1994.0,15,0,147,1.6,0.0,0.61,0.61,0.0,0.61,0.31,0.53,0.84,0.31,0.84,0.0,0.0,7.5,0.62,1.25
Xaver Schlager,AUT,MF,RB Leipzig,26.0,1997.0,28,28,2462,27.4,0.0,0.18,0.18,0.0,0.18,0.04,0.09,0.13,0.04,0.13,0.0,0.26,1.64,2.59,8.36
Keven Schlotterbeck,GER,DF,Bochum,27.0,1997.0,24,21,1915,21.3,0.19,0.05,0.23,0.19,0.23,0.08,0.03,0.11,0.08,0.11,0.0,0.38,0.66,0.42,3.9
Nico Schlotterbeck,GER,DF,Dortmund,24.0,1999.0,30,30,2651,29.5,0.07,0.03,0.1,0.07,0.1,0.1,0.05,0.15,0.1,0.15,0.0,0.1,0.31,1.8,6.0
Romano Schmid,AUT,MF,Werder Bremen,24.0,2000.0,30,27,2332,25.9,0.12,0.19,0.31,0.12,0.31,0.17,0.23,0.39,0.17,0.39,0.0,0.19,5.71,2.55,4.98
Kenneth Schmidt,GER,DF,Freiburg,21.0,2002.0,5,0,68,0.8,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.12,0.02,0.12,0.0,0.0,3.75,2.5,5.0
Benno Schmitz,GER,DF,Köln,29.0,1994.0,20,11,1020,11.3,0.0,0.09,0.09,0.0,0.09,0.02,0.02,0.03,0.02,0.03,0.0,0.35,3.72,2.21,5.66
Fabian Schnellhardt,GER,MF,Darmstadt 98,30.0,1994.0,8,2,223,2.5,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,0.0,0.4,3.6,2.4,5.6
Jan Schöppner,GER,MF,Heidenheim,24.0,1999.0,23,20,1732,19.2,0.1,0.1,0.21,0.1,0.21,0.06,0.08,0.13,0.06,0.13,0.0,0.16,1.51,0.73,3.23
Marcel Schuhen,GER,GK,Darmstadt 98,31.0,1993.0,30,30,2700,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.17
Marvin Schwäbe,GER,GK,Köln,29.0,1995.0,31,31,2790,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Alexander Schwolow,GER,GK,Union Berlin,31.0,1992.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Seiwald,AUT,MF,RB Leipzig,22.0,2001.0,18,4,490,5.4,0.0,0.18,0.18,0.0,0.18,0.0,0.03,0.03,0.0,0.03,0.0,0.19,0.74,0.0,3.33
Davie Selke,GER,FW,Köln,29.0,1995.0,19,16,1265,14.1,0.43,0.0,0.43,0.43,0.43,0.34,0.03,0.37,0.34,0.37,0.0,0.21,3.26,0.64,1.21
Benjamin Šeško,SVN,FW,RB Leipzig,20.0,2003.0,28,15,1333,14.8,0.74,0.14,0.88,0.74,0.88,0.49,0.08,0.56,0.49,0.56,0.0,0.0,5.95,1.35,1.49
Kevin Sessa,GER,MF,Heidenheim,23.0,2000.0,27,4,794,8.8,0.11,0.0,0.11,0.11,0.11,0.27,0.12,0.39,0.27,0.39,0.0,0.0,4.43,2.84,5.0
Aaron Seydel,GER,FW,Darmstadt 98,28.0,1996.0,14,5,529,5.9,0.17,0.0,0.17,0.17,0.17,0.13,0.12,0.25,0.13,0.25,0.0,0.17,5.42,1.02,1.69
Tim Siersleben,GER,DF,Heidenheim,24.0,2000.0,14,10,910,10.1,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,0.0,0.1,0.1,1.19,4.75
Kiliann Sildillia,FRA,DF,Freiburg,21.0,2002.0,27,20,1806,20.1,0.0,0.05,0.05,0.0,0.05,0.03,0.04,0.07,0.03,0.07,0.05,0.1,2.89,1.09,3.48
Mohamed Simakan,FRA,DF,RB Leipzig,24.0,2000.0,30,22,2034,22.6,0.09,0.09,0.18,0.09,0.18,0.16,0.12,0.28,0.16,0.28,0.0,0.35,3.01,1.42,4.6
Xavi Simons,NED,MF,RB Leipzig,21.0,2003.0,30,30,2493,27.7,0.25,0.4,0.65,0.25,0.65,0.25,0.35,0.6,0.23,0.57,0.0,0.29,7.36,5.2,6.28
Tim Skarke,GER,FW,Darmstadt 98,27.0,1996.0,27,26,2165,24.1,0.33,0.0,0.33,0.33,0.33,0.13,0.08,0.21,0.13,0.21,0.0,0.25,7.14,2.12,3.07
Ellyes Skhiri,TUN,MF,Eint Frankfurt,28.0,1995.0,24,21,1947,21.6,0.09,0.09,0.18,0.09,0.18,0.1,0.04,0.14,0.1,0.14,0.0,0.05,1.16,0.37,4.44
Robert Skov,DEN,DF,Hoffenheim,27.0,1996.0,25,14,1260,14.0,0.21,0.29,0.5,0.21,0.5,0.13,0.14,0.26,0.13,0.26,0.0,0.14,6.57,2.0,5.07
Hrvoje Smolčić,CRO,DF,Eint Frankfurt,23.0,2000.0,11,3,347,3.9,0.26,0.0,0.26,0.26,0.26,0.26,0.01,0.27,0.26,0.27,0.0,0.0,0.0,0.0,3.59
Danilo Soares,BRA,DF,Bochum,32.0,1991.0,5,3,351,3.9,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,0.0,0.0,2.05,0.77,3.85
Borna Sosa,CRO,FW,Stuttgart,26.0,1998.0,2,0,46,0.5,0.0,0.0,0.0,0.0,0.0,0.06,0.57,0.63,0.06,0.63,0.0,0.0,20.0,10.0,4.0
Anton Stach,GER,MF,Hoffenheim,25.0,1998.0,28,23,2117,23.5,0.09,0.13,0.21,0.09,0.21,0.07,0.14,0.21,0.07,0.21,0.0,0.17,1.83,2.0,5.45
Anton Stach,GER,MF,Mainz 05,25.0,1998.0,2,2,170,1.9,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16,0.0,0.0,5.26,1.58,4.21
Jens Stage,DEN,MF,Werder Bremen,27.0,1996.0,27,26,2244,24.9,0.08,0.04,0.12,0.08,0.12,0.16,0.07,0.23,0.16,0.23,0.04,0.2,2.17,0.8,3.25
Josip Stanišić,CRO,DF,Leverkusen,24.0,2000.0,18,12,1162,12.9,0.15,0.0,0.15,0.15,0.15,0.05,0.04,0.1,0.05,0.1,0.0,0.23,3.72,3.49,6.67
Niklas Stark,GER,DF,Werder Bremen,29.0,1995.0,15,12,1060,11.8,0.17,0.0,0.17,0.17,0.17,0.02,0.0,0.02,0.02,0.02,0.0,0.34,0.08,0.42,3.05
Pascal Stenzel,GER,DF,Stuttgart,28.0,1996.0,22,14,1030,11.4,0.0,0.44,0.44,0.0,0.44,0.03,0.27,0.3,0.03,0.3,0.09,0.26,3.95,2.89,7.28
Leonidas Stergiou,SUI,DF,Stuttgart,22.0,2002.0,13,4,414,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,2.39,0.43,1.96
Angelo Stiller,GER,MF,Hoffenheim,23.0,2001.0,1,1,84,0.9,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,0.0,0.0,3.33,2.22,7.78
Angelo Stiller,GER,MF,Stuttgart,23.0,2001.0,28,27,2424,26.9,0.04,0.19,0.22,0.04,0.22,0.06,0.18,0.23,0.06,0.23,0.0,0.19,2.3,1.19,7.29
Kevin Stöger,AUT,MF,Bochum,30.0,1993.0,29,29,2398,26.6,0.26,0.34,0.6,0.11,0.45,0.22,0.31,0.53,0.1,0.41,0.0,0.3,4.77,2.74,9.81
Filip Stojilković,SUI,FW,Darmstadt 98,24.0,2000.0,6,0,154,1.7,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.59,5.88,2.35,1.76
Niklas Süle,GER,DF,Dortmund,28.0,1995.0,21,12,1334,14.8,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,0.0,0.0,0.61,1.28,5.41
Mattias Svanberg,SWE,MF,Wolfsburg,25.0,1999.0,25,20,1715,19.1,0.05,0.16,0.21,0.05,0.21,0.15,0.12,0.28,0.15,0.28,0.0,0.42,2.72,1.47,4.4
Attila Szalai,HUN,DF,Hoffenheim,26.0,1998.0,4,4,288,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.31,0.94,0.62,4.06
Attila Szalai,HUN,DF,Freiburg,26.0,1998.0,3,0,103,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.91,4.55
Jonathan Tah,GER,DF,Leverkusen,28.0,1996.0,28,28,2432,27.0,0.15,0.04,0.19,0.15,0.19,0.07,0.01,0.08,0.07,0.08,0.0,0.22,0.15,0.52,4.26
Edmond Tapsoba,BFA,DF,Leverkusen,25.0,1999.0,25,20,1817,20.2,0.0,0.05,0.05,0.0,0.05,0.04,0.05,0.09,0.04,0.09,0.0,0.2,0.5,2.03,6.88
Mathys Tel,FRA,FW,Bayern Munich,19.0,2005.0,27,3,809,9.0,0.67,0.44,1.11,0.67,1.11,0.36,0.18,0.53,0.36,0.53,0.0,0.22,12.0,4.67,2.78
Nathan Tella,NGA,DF,Leverkusen,24.0,1999.0,22,6,669,7.4,0.67,0.27,0.94,0.67,0.94,0.47,0.43,0.9,0.47,0.9,0.0,0.14,13.65,4.19,3.24
Norman Theuerkauf,GER,MF,Heidenheim,37.0,1987.0,23,13,1158,12.9,0.0,0.08,0.08,0.0,0.08,0.03,0.06,0.09,0.03,0.09,0.0,0.23,1.32,1.09,3.49
Jan Thielmann,GER,FW,Köln,21.0,2002.0,20,18,1469,16.3,0.06,0.0,0.06,0.06,0.06,0.13,0.06,0.19,0.13,0.19,0.06,0.25,3.87,2.7,2.94
Denis Thomalla,GER,MF,Heidenheim,31.0,1992.0,18,3,414,4.6,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,0.0,0.0,3.7,0.65,4.78
Phillip Tietz,GER,FW,Augsburg,26.0,1997.0,31,28,2159,24.0,0.33,0.17,0.5,0.33,0.5,0.32,0.09,0.41,0.32,0.41,0.0,0.04,4.42,0.75,1.67
Steffen Tigges,GER,FW,Köln,25.0,1998.0,22,5,558,6.2,0.16,0.0,0.16,0.16,0.16,0.12,0.06,0.18,0.12,0.18,0.0,0.0,5.97,0.97,1.13
Umut Tohumcu,GER,MF,Hoffenheim,19.0,2004.0,18,12,936,10.4,0.0,0.19,0.19,0.0,0.19,0.04,0.1,0.15,0.04,0.15,0.0,0.48,2.4,1.63,4.23
Tiago Tomás,POR,FW,Wolfsburg,21.0,2002.0,24,11,1019,11.3,0.09,0.09,0.18,0.09,0.18,0.23,0.07,0.3,0.23,0.3,0.0,0.27,9.73,1.86,1.5
Fabio Torsiello,ITA,FW,Darmstadt 98,19.0,2005.0,9,1,143,1.6,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.0,4.38,1.25,2.5
Lucas Tousart,FRA,MF,Union Berlin,27.0,1997.0,20,16,1406,15.6,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,0.0,0.32,2.12,0.77,2.76
Omar Traoré,GER,DF,Heidenheim,26.0,1998.0,28,26,2202,24.5,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,0.0,0.2,3.35,2.04,2.69
Kevin Trapp,GER,GK,Eint Frankfurt,33.0,1990.0,29,29,2610,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.03
Christopher Trimmel,AUT,DF,Union Berlin,37.0,1987.0,24,17,1485,16.5,0.0,0.06,0.06,0.0,0.06,0.03,0.12,0.15,0.03,0.15,0.06,0.06,3.7,1.21,4.73
Tuta,BRA,DF,Eint Frankfurt,24.0,1999.0,27,27,2330,25.9,0.04,0.08,0.12,0.04,0.12,0.05,0.07,0.13,0.05,0.13,0.08,0.12,1.7,0.81,4.67
Lukas Ullrich,GER,DF,M'Gladbach,20.0,2004.0,3,0,22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
Sven Ulreich,GER,GK,Bayern Munich,35.0,1988.0,11,11,990,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
Deniz Undav,GER,FW,Stuttgart,27.0,1996.0,27,20,1827,20.3,0.89,0.44,1.33,0.89,1.33,0.68,0.29,0.97,0.64,0.93,0.0,0.2,7.73,2.02,4.63
Dayot Upamecano,FRA,DF,Bayern Munich,25.0,1998.0,22,17,1537,17.1,0.06,0.0,0.06,0.06,0.06,0.1,0.03,0.12,0.1,0.12,0.06,0.18,0.53,1.35,7.08
Mark Uth,GER,MF,Köln,32.0,1991.0,9,3,298,3.3,0.0,0.0,0.0,0.0,0.0,0.46,0.25,0.71,0.46,0.71,0.0,0.61,7.27,2.42,3.33
Josha Vagnoman,GER,DF,Stuttgart,23.0,2000.0,18,12,1183,13.1,0.15,0.15,0.3,0.15,0.3,0.1,0.1,0.2,0.1,0.2,0.0,0.15,5.11,1.45,2.52
Ruben Vargas,SUI,MF,Augsburg,25.0,1998.0,29,23,1865,20.7,0.14,0.24,0.39,0.14,0.39,0.15,0.1,0.26,0.15,0.26,0.0,0.14,6.43,2.66,3.53
Miloš Veljković,SRB,DF,Werder Bremen,28.0,1995.0,20,18,1663,18.5,0.11,0.05,0.16,0.11,0.16,0.09,0.04,0.13,0.09,0.13,0.0,0.11,0.7,0.59,3.84
Yorbe Vertessen,BEL,FW,Union Berlin,23.0,2001.0,11,6,486,5.4,0.37,0.37,0.74,0.37,0.74,0.47,0.22,0.69,0.47,0.69,0.0,0.19,5.93,1.3,1.85
Oscar Vilhelmsson,SWE,FW,Darmstadt 98,20.0,2003.0,23,13,1205,13.4,0.3,0.07,0.37,0.3,0.37,0.3,0.05,0.34,0.3,0.34,0.0,0.07,5.0,1.12,0.52
Kevin Vogt,GER,DF,Hoffenheim,32.0,1991.0,16,14,1319,14.7,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,0.0,0.14,0.82,1.09,5.71
Kevin Vogt,GER,DF,Union Berlin,32.0,1991.0,15,15,1278,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.07,0.07,2.82
Kevin Volland,GER,FW,Union Berlin,31.0,1992.0,23,15,1218,13.5,0.15,0.3,0.44,0.07,0.37,0.26,0.2,0.46,0.21,0.4,0.15,0.15,6.3,0.89,3.19
Aster Vranckx,BEL,MF,Wolfsburg,21.0,2002.0,24,12,1153,12.8,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,0.0,0.47,0.7,0.23,3.75
Luca Waldschmidt,GER,FW,Köln,27.0,1996.0,20,12,1044,11.6,0.26,0.0,0.26,0.26,0.26,0.25,0.09,0.34,0.18,0.27,0.0,0.0,4.48,2.41,3.71
Wout Weghorst,NED,FW,Hoffenheim,31.0,1992.0,26,24,1970,21.9,0.32,0.14,0.46,0.27,0.41,0.33,0.16,0.49,0.29,0.45,0.0,0.18,5.98,0.64,2.6
Julian Weigl,GER,MF,M'Gladbach,28.0,1995.0,28,28,2494,27.7,0.07,0.11,0.18,0.0,0.11,0.08,0.07,0.14,0.02,0.09,0.0,0.36,0.43,0.47,3.36
Nelson Weiper,GER,FW,Mainz 05,19.0,2005.0,3,1,104,1.2,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17,0.0,0.0,14.17,2.5,1.67
Mitchell Weiser,GER,DF,Werder Bremen,30.0,1994.0,27,27,2366,26.3,0.11,0.27,0.38,0.11,0.38,0.12,0.14,0.26,0.12,0.26,0.0,0.19,6.12,2.85,3.8
Noah Weißhaupt,GER,DF,Freiburg,22.0,2001.0,22,6,714,7.9,0.13,0.25,0.38,0.13,0.38,0.05,0.17,0.22,0.05,0.22,0.0,0.13,10.0,4.81,2.91
Timo Werner,GER,FW,RB Leipzig,28.0,1996.0,8,2,207,2.3,0.87,0.0,0.87,0.43,0.43,1.02,0.02,1.04,0.68,0.7,0.0,0.0,13.91,4.35,2.61
Silvan Widmer,SUI,DF,Mainz 05,31.0,1993.0,17,10,1023,11.4,0.09,0.18,0.26,0.09,0.26,0.1,0.25,0.35,0.1,0.35,0.0,0.35,4.82,2.28,3.86
